model_id,model,estimated_capability
174,gemini-1.5-pro-002,"[-0.5636397, 0.19061732, -0.6538966, -0.20395584, 0.22033109, 0.11693702, -0.08313366, -0.69452304, 0.30138233, -0.048284117, 0.20241748, 0.14603384, -0.1784361, -0.22947519, 0.5796854, -0.002416286, 0.7225836, -0.022963816, 1.2869409, -0.26454058]"
175,gemini-2.0-flash-001,"[-1.7562363, -0.33002687, -0.05104051, -0.043129157, 0.50854564, -0.23349309, 0.57686096, -0.45117658, 0.80828387, -0.3542495, -0.21664484, -0.14230518, 0.10350074, 0.176838, 0.87868905, -0.09179428, 0.2848019, 0.30080968, 2.4633405, -0.42049113]"
176,gemini-2.0-flash-lite-001,"[-0.14927213, 0.15057568, -0.81562024, 0.36814392, -0.18589875, -0.17061967, 0.3172245, -0.19737852, 0.24075657, 0.2965708, -0.20665677, 0.30105525, 0.07718105, 0.24557196, 0.36271793, -0.25510988, -0.29742795, -0.061283987, 1.7680014, -0.04713737]"
177,gemini-2.0-pro-exp-02-05,"[0.10064531, -0.5963511, 0.524901, -0.68786234, -0.26083466, 0.04291183, 0.2930696, 0.054286927, 0.8138725, 0.59376353, -0.38565588, 0.20504025, -0.78921264, -0.9514738, 0.04221714, 0.43312994, 1.532713, 0.3426915, 0.60543597, -0.40687287]"
178,gemini-2.5-flash,"[-0.335045, -0.18593633, 1.1081324, 0.28156817, 0.7911354, -0.5859507, 0.7137775, -0.1993736, 0.7674128, -0.30037165, -0.34040505, 0.029372806, 0.44855613, 0.118327096, 0.1476908, -0.5140593, 1.8488997, 0.25959176, 2.742733, 0.27545345]"
179,gemini-2.5-flash-preview-05-20,"[-0.6401108, -0.0055400976, 1.7763199, 0.59684366, -0.101891175, -0.99057347, -0.061047282, 0.35808855, 0.1739181, 0.09889602, 0.00804222, -0.075305745, -0.051150206, 0.5135274, -0.16854681, -0.5977386, 0.3849773, 0.24082518, 1.3515826, 0.29341024]"
180,gemini-2.5-pro,"[-0.15168121, 0.13447073, 2.6174517, 0.06932202, 0.1738132, -0.31432056, -0.4678757, -0.11701082, 0.31310993, -0.106489934, -0.07031351, 0.49126545, 0.6147578, 0.10290907, -0.20712635, 0.30531, 0.852586, -0.33290678, 1.8876168, -0.3502365]"
181,gemini-2.5-pro-exp-03-25,"[-0.60678643, -0.0051197675, 2.3214269, 0.45961276, 0.12534621, -0.27741057, -0.042302985, -0.19485907, 0.26281902, 0.061272405, -0.3373184, 0.41761044, 0.035494898, -0.18697415, 0.42929244, -0.03453001, 0.58656394, 0.32828778, 1.9111327, 0.057565734]"
182,gemini-2.5-pro-preview-05-06,"[0.112694286, 0.48725086, 2.1361737, -0.06325106, 0.21744233, -0.08785394, -0.021387907, -0.3715561, 0.5334867, 0.28837574, -0.051108573, 0.10634357, 0.2921078, 0.26646718, 0.6670396, 0.2391796, 1.2666374, 0.2462179, 1.2013745, -0.27908418]"
183,gemini-2.5-pro-preview-06-05,"[-0.547521, 0.033117257, 2.201054, 0.6431459, 0.10366458, -0.64558905, 0.062275037, 0.40133455, 0.25863844, -0.39345595, 0.20465702, 0.08446731, 1.2045046, -0.48986033, -0.3292592, 0.4676444, 0.6865856, 0.34229574, 1.9370683, 0.14208065]"
184,gemini-3-flash-preview_high,"[1.7305119, 0.34116715, 4.156607, -0.5313691, -0.109269984, -0.664039, -0.16123164, 0.21176572, 0.0613484, 0.13910407, 0.15832919, 0.1317153, 0.20360522, -0.32058853, -0.19591226, 0.7556984, 1.8311257, -0.106935784, 1.5678945, 0.37345883]"
185,gemini-3-pro-preview_high,"[1.9491019, 0.046111524, 3.8358989, 0.47154027, -0.06264127, -0.12837389, 0.5864957, 0.020426407, 0.18287583, -0.20061952, -0.20139712, 0.35028237, -0.088446565, 0.40279037, -0.41697785, 0.81547326, 1.3179263, 0.004989038, 1.4035139, -0.17041126]"
186,gemini-3.1-pro-preview_high,"[3.5530033, -0.2407955, 4.037414, -0.33428532, 0.27281606, 0.37394413, -0.37459522, 0.6246013, 0.6325868, 0.4287285, -0.26039222, 0.45751908, 1.005592, 0.7544801, -0.19030099, -0.046222642, 1.1376706, 0.036832605, 3.2226152, 0.033652045]"
187,gemma-2-27b-it,"[1.8732206, 0.4402435, -2.0294538, 0.5098042, 0.9729836, -0.47154862, -0.18415754, -0.03767116, 0.10965969, 0.54145855, 0.27176192, -0.15840535, -0.41064322, 0.6510164, 0.13418493, -0.7894999, 0.019824186, 0.6428642, 0.8808478, -0.6053667]"
188,gemma-2-2b-it,"[0.8633105, 0.30085066, -3.9691405, 0.66707337, -0.75594383, -0.24871969, 0.5889566, 0.08030024, -0.14725809, 1.0741347, 0.06319611, -0.3567009, -0.5671283, 0.45382947, 0.9154633, -0.17552349, -1.0110165, 0.8943496, -1.0895892, -0.012777035]"
189,gemma-2-9b-it,"[1.8255365, 1.046639, -2.381087, 0.38013485, 0.54581165, 0.061519627, -0.10340483, 0.23289154, 0.030534733, -0.22851524, 1.1533333, 0.15653177, -0.16463101, -0.27249637, -0.017916745, -0.36712724, -0.105486296, 0.76758456, -0.46317267, 0.18152894]"
190,gemma-2b,"[-0.38277534, 0.023376472, -0.43025634, -0.18750706, 0.8358659, 1.3181145, 0.12654668, 0.1277019, -0.23443718, -0.16783732, 0.32034904, 0.40138763, -0.8054861, -1.3524102, -0.26648208, -0.09868582, -2.2682536, -1.4023604, -2.6064606, 0.9882461]"
191,gemma-3-12b-it,"[0.26269057, -0.38665465, -1.5153513, 0.26967728, 0.03575274, -0.41675726, 0.75528675, 0.5755714, 0.3288316, -0.07574472, 0.0984028, -0.42038643, 0.10293535, -0.15531878, -0.18459259, -0.4543268, 0.73922336, 0.11218969, 0.8391435, 0.119153656]"
192,gemma-3-12b-pt,"[1.5004466, 0.6846285, -1.2655005, 0.40035307, -0.16826758, 0.06649876, 0.14777623, 0.7729293, -0.9754572, 0.6920468, 0.14789863, -0.21706875, -0.038652916, 0.4397587, -0.38491222, -0.62303334, -0.73217726, -0.30151716, -0.3657195, 0.21810783]"
193,gemma-3-1b-it,"[0.09134341, -0.0041311844, -4.388698, 0.20408008, 0.2717685, 0.32812595, -0.12445605, 0.15181059, 0.22115196, 0.577875, -0.13837221, -0.089446776, -0.3030828, 0.07243844, -0.35438988, -0.044364467, -0.68166095, 0.33037776, -1.7421528, -0.108202055]"
194,gemma-3-1b-pt,"[-0.16841742, -0.5918314, 1.6596512, 0.007484289, 0.5189686, 0.23305887, 0.19720142, 0.38702098, -0.03115208, 0.47599176, 0.22006735, 0.058254004, 0.0379693, 0.023074282, 0.20926479, -0.5171033, -3.4515388, -0.17012633, -3.501412, -0.40382278]"
195,gemma-3-27b-it,"[0.85632396, -0.4132372, -0.8299582, 0.18569542, 0.24142556, -0.27883664, -0.33653212, 0.054585844, -0.34936813, 0.164435, 0.2750379, -0.212894, -0.03737557, -0.22223186, -0.4918593, -0.47402996, 0.7584294, 0.7665014, 1.1496142, 0.003675121]"
196,gemma-3-27b-pt,"[-0.43591636, -0.08450727, -1.2720089, 0.035086, 0.65086514, 0.7517267, 0.3379544, 0.5385035, 0.66708887, 0.6239612, -0.54973525, -0.27641183, 0.537394, 0.4217304, 0.8158177, -1.1809342, -0.55096936, -0.013039622, 0.4281325, -0.576102]"
197,gemma-3-4b-it,"[0.5340467, 0.95451516, -4.6022835, 0.8854814, -0.23977832, -0.07357948, -0.25159553, -0.02815594, 0.5996017, 0.384037, 0.38217586, -1.4232785, -0.07188726, 0.49807125, 0.37099037, -0.25279817, 0.5458042, 0.79715943, 0.58783156, 0.23608503]"
198,gemma-3-4b-pt,"[1.4120243, -0.3964966, -0.5451691, 0.1962037, -0.09613043, -0.6724418, 1.0896358, -0.10700129, 1.2634677, 0.1947566, -0.022871155, -0.48178, 0.041666925, 0.08445574, -0.08851105, -0.07753116, -1.437121, -0.4891669, -1.6087834, -0.48331016]"
199,gemma-3n-E2B-it,"[-0.49908876, 0.36598808, -2.1393447, 0.17919746, -0.348215, 0.6312735, 0.8085892, -0.48656562, 0.38701132, 0.5974944, -0.17054036, -0.25900272, -0.660169, 0.41806677, 0.25395086, 0.9722668, -0.32291108, 0.13302581, -1.3968582, 0.46347907]"
200,gemma-3n-E2B-it-litert-preview,"[-0.081615075, 0.270742, -2.114403, -0.33952618, 0.51722103, 0.14728492, -0.38823375, -0.9104568, -0.30770567, 0.48200127, 0.9787822, -0.95621336, -0.4957872, 0.1944075, -0.56641877, -0.27851927, -0.12796347, -1.49304, -1.3890972, -0.56173545]"
201,gemma-3n-E4B-it,"[-0.16768424, 0.47986996, -1.4800333, -0.21142145, 0.7848215, 0.49822643, 0.36058828, 0.04466065, 0.09058452, 0.5067556, -0.058324195, -0.3196791, 0.22624627, 0.08535328, 0.04041673, 0.21713689, -0.2993704, -0.12860703, -0.5738057, 0.2186728]"
202,gemma-3n-E4B-it-litert-preview,"[-0.3408345, -0.06303182, -1.6036547, 0.50074023, -0.15387055, 1.2270076, 0.13718201, 0.14882204, 0.7684626, 1.232794, 0.15218253, -0.068610504, 0.48551053, 0.40594396, -0.2752125, -0.6129127, -0.07776492, -1.3975759, -0.99231416, 0.119517595]"
203,gemma-7b,"[-0.71369106, 2.1600473, 1.4191787, 0.6546141, -0.6578658, 0.4653411, 0.41873628, 0.41823533, 0.68340474, 0.69131404, 0.07089611, -0.31111068, 0.28941378, 0.16095741, -0.10626, 0.39906102, -1.5989281, 0.1361653, -1.8850296, -0.7988801]"
204,glm-4.5,"[-0.18972924, 0.09518991, 2.0342991, 0.773338, -0.0967656, -0.1331236, -0.3058708, -0.026734166, 0.33381724, -0.35695007, 0.20479976, 0.1711324, -0.41321933, -0.008294422, 0.87145925, 0.13210228, 1.1976727, 0.61365014, 0.48378888, -0.035810206]"
205,gpt-3.5-turbo-0125,"[0.2437066, 0.6468851, -2.9917169, 0.5146535, -0.42843825, -0.36767817, -0.26875833, -0.5086247, 0.07965277, 0.3370069, 0.9648518, 0.30824426, 0.6258191, 0.44858393, 0.2353217, 0.9763165, 0.19529036, 0.69206846, -1.9649329, -0.39489144]"
206,gpt-3.5-turbo-1106,"[0.044426158, -0.05250457, -2.8700385, 0.2166628, -0.3471154, -0.35216758, 0.33761603, 0.55069005, -0.24817699, -0.49331588, 0.84268504, -0.6454206, 0.6404031, -0.9814447, 0.89198744, -0.74556905, 0.25880235, 1.7457646, 0.5565721, 0.2702228]"
207,gpt-4-0125-preview,"[0.11788954, -0.3105271, -0.8729586, 0.36303174, 0.02249619, -0.4428045, 0.16500154, 0.34346393, -0.5354833, 0.8127525, -1.9105914, 1.2574309, -0.7466284, -0.3342296, -0.6302467, 0.116933696, 0.7736423, 0.82326686, 0.45934957, -0.036343463]"
208,gpt-4-0314,"[-0.662701, -0.033816062, -2.490687, 0.6528562, 0.27760267, 0.3305925, 0.40028045, 0.41727018, -0.52058154, 0.66832346, -0.2217412, -0.5888545, 0.4549085, 0.29023546, 1.075798, 0.6417934, 0.9753161, 2.5218031, -0.2930803, 0.39037985]"
209,gpt-4-0613,"[0.20284185, -0.15403539, -2.404386, 0.33454207, -0.42261252, 0.109201804, 0.34747097, -0.6120102, -0.6798961, 1.107037, -0.4398854, -0.46502575, 0.35588464, 0.3069173, 0.28445426, 0.96768945, 1.0615079, 1.3073452, -0.3726346, -0.28628078]"
210,gpt-4-turbo-2024-04-09,"[-0.062390335, 0.46854076, -1.2111136, -0.30455577, 0.4730385, -0.5677689, -0.6999313, 1.7400459, -0.34724215, 0.6160172, 0.239278, -0.62578887, 0.051073823, 0.5541829, 0.9095526, -0.52565026, 1.2996347, 0.9045303, 0.43781835, 0.3158574]"
211,gpt-4.1-2025-04-14,"[-0.5674705, -0.15948679, 0.27464855, -0.3044082, 0.67072135, 0.15735403, 0.16174075, -0.42133415, 0.4879028, -0.04578617, -0.10081347, 0.3794357, 0.10210444, 0.48837575, 0.298764, 0.05775777, 1.2936736, 0.04316959, 1.3227946, 0.19649315]"
212,gpt-4.1-mini-2025-04-14,"[-0.78820276, -0.14917505, 0.21543367, -0.029305747, -1.1566386, 0.25601402, 0.16587211, 0.35870245, 0.36587334, 0.42425308, -0.2133188, -0.018963693, -0.5541412, 0.32155186, -0.024463486, -0.29568455, 0.6698236, 0.6468723, 1.4684018, -0.01643453]"
213,gpt-4.1-nano-2025-04-14,"[-0.19614238, 0.021714082, -0.647149, 0.46045303, 0.15960583, -0.24429072, 0.38179156, 0.60101783, 0.47502086, 0.16402194, 0.5375456, 0.19473703, -0.6193191, 0.27688488, 0.46543482, 0.5673278, 0.4893573, 0.04326475, 0.16361699, -0.25627977]"
214,gpt-4.5-preview-2025-02-27,"[-0.50956863, -0.16407706, 0.3796827, 0.50619394, 0.23104137, -0.16779143, -0.08834319, 0.28939703, 0.16855925, -0.041354384, 0.44506446, 0.31853852, 0.30233568, -0.11129711, 0.5830426, 1.0092498, 1.2323577, 1.019604, 1.1392529, 0.042041652]"
215,gpt-4o-2024-05-13,"[0.57529014, 0.35491025, -0.87566334, 0.70533794, 0.7329267, -0.30074987, 0.7591931, 0.9780612, 0.15236376, 0.21842226, -0.54545456, 0.62456495, -0.24418534, 0.4328135, 0.28766, 0.19216023, 1.3718536, 1.1455761, 0.95147115, 0.097630374]"
216,gpt-4o-2024-08-06,"[-0.13403794, -0.096788324, -1.0957661, 0.8107341, 0.2758581, 0.25341433, 0.13853219, -0.010706162, 0.5907012, -0.27607852, 0.27941307, 0.78478056, -0.72080034, 0.39003465, 0.3538209, 0.6165659, 1.4590565, 0.26889724, 0.7390681, 0.20670559]"
217,gpt-4o-2024-11-20,"[-0.14552954, -0.5402782, -1.3331237, 0.3282475, -0.48404095, 0.057630654, 0.09851915, 0.2580274, 0.11590456, -0.1544385, 0.7739215, -0.4416979, -0.39031228, 0.3994807, 0.876311, 0.28358296, 1.1476917, -0.31992665, 1.3317335, 0.23376511]"
218,gpt-4o-mini-2024-07-18,"[-0.67546594, -0.43939042, -1.5428389, 0.51566374, 0.8375578, -0.007155655, 0.04951474, 0.34974626, 0.19248426, 0.053367633, 0.10139142, -0.560431, -0.4811755, 0.5802084, 0.116263136, -0.02495645, 1.3889616, 0.6141446, 0.3530178, -0.17871696]"
219,gpt-5-2025-08-07_high,"[0.28873065, -0.32607323, 3.6374958, 0.10955891, 0.26194915, 0.08679925, -0.34208915, 0.3814631, 0.40150443, 0.11900899, 0.023120672, 0.23068261, 0.6647849, 0.16542596, 0.89763176, 0.15687415, 1.1051425, 0.7156491, 1.9629675, 0.050561637]"
220,gpt-5-2025-08-07_medium,"[-0.27878532, -0.051974565, 3.114693, 0.539907, 0.045494862, 0.8331247, 0.79136366, -0.01685411, 0.4602108, -0.03178655, -0.32708985, 0.29169038, 1.5866568, 0.44283202, 0.7107359, -0.56324625, 1.3850582, 0.6385322, 2.1318567, 0.009566341]"
221,gpt-5-mini-2025-08-07_high,"[-0.30739135, 0.1490744, 2.9191396, -0.16265881, -0.109356, -0.53269386, -0.15242307, 0.09284209, 0.5085702, 0.23939177, 0.5771502, 0.047975197, 0.038419724, 0.28978193, 0.105473146, 0.339834, 0.49664336, 1.4337109, 0.57179344, -0.16931127]"
222,gpt-5-mini-2025-08-07_medium,"[-0.53776103, -0.028449358, 2.3295057, 1.1392103, -0.65206146, -0.14431123, 0.3983399, 0.11183915, -0.21306467, -0.9462825, 0.4781698, 0.39897197, 0.09314897, 0.02292075, 0.36667302, -0.11240196, 1.9967158, 0.7016711, -0.64224017, 0.33177578]"
223,gpt-5-nano-2025-08-07_high,"[-0.70153284, 0.13772117, 1.8127015, 0.28721386, -0.07447151, 0.25777414, -0.25998288, 0.32827976, -0.20805773, 0.81335235, -0.8702597, -0.16896875, -0.07505682, 0.8050385, -0.99420214, 0.799725, 0.107086666, 0.8934996, 0.2698398, 0.5522705]"
224,gpt-5-nano-2025-08-07_medium,"[-1.8961862, 0.21461274, 1.8288546, -0.4984326, 0.35349685, -0.6738097, 0.0805305, -0.28348583, 1.5459297, -0.005568105, -0.52911377, -0.0346265, -1.0959482, -0.4624671, -0.3196692, 0.070207015, 1.0920091, 0.53980917, 0.20995985, -0.3632118]"
225,gpt-5.1_high,"[1.0594066, -0.2284934, 3.6241446, -0.39687166, -0.08125982, 0.017379, 0.21503624, 0.58148164, -0.4013373, 0.43604267, 0.08975855, 0.6630001, 0.36669543, -0.29532433, -0.6841917, 0.06311299, 0.83431804, 0.60267824, 2.2305787, -0.54143316]"
226,gpt-5.2_xhigh,"[2.3650146, -0.1034144, 3.9497962, 0.042488907, 0.52617884, -0.2904999, 0.4849389, 0.6075649, 0.09240628, -0.058826085, 0.13769083, -0.48057678, 0.3935481, 0.310696, -0.17720044, 0.2234867, 1.0947907, 0.37159815, 1.6419022, 0.21046855]"
227,gpt-5.4-2026-03-05_xhigh,"[3.2045474, 0.61457753, 5.138927, 0.17825598, 0.37784263, 0.63544744, 0.5881895, 0.14973655, 0.36865672, 0.8014469, -0.35114968, 0.7212831, -0.5809026, 0.93260497, -0.80079067, -0.12887897, 0.51937485, 0.19893013, 3.0919595, -0.45838726]"
228,gpt-5.4-mini-2026-03-17_xhigh,"[0.96194106, 0.43064705, 2.9801466, -0.81756353, 0.7269652, 0.45967343, -0.29475445, -0.75403476, 0.4075692, 0.7706272, 1.3859938, 0.29471734, 0.014101877, -0.3238179, 0.33456308, 0.17185141, 2.2023718, -0.08021923, 1.3922658, -0.025037427]"
229,gpt-5.5_xhigh,"[3.9065857, 0.04597467, 3.3831139, -0.6491692, -0.09415295, 1.2760667, -0.32382688, 0.5852913, 0.20275283, 0.42625153, 0.1504016, 0.6185615, 0.41876054, 0.30016264, -0.003617822, 0.1295407, 0.9532534, 0.12793013, 2.7995436, -0.34774157]"
230,gpt-oss-120b,"[0.57419866, -0.24275635, 0.7501343, 0.4126437, 0.050617233, -0.5580012, -0.64950687, 0.6960506, 0.056904417, 0.41875204, -0.19909962, 0.2893525, -1.0040979, -0.11491448, 0.20285761, -0.042410064, 1.2112278, 0.3806808, 1.7840064, 0.69347197]"
231,grok-2-0813,"[-0.11517381, 0.03914285, -0.73023593, -0.04121294, -0.1823811, -0.313687, 0.14570898, 0.2811921, 0.651067, -0.46576753, -1.1579832, 0.8396414, -0.49946123, 0.4749622, 0.03214845, -0.84396946, 1.2420597, 0.4711389, 1.184582, 0.16500965]"
232,grok-2-1212,"[-0.8430436, -0.595268, -0.73059565, -0.21410367, 0.23428132, 0.8142122, 0.190966, -0.39988583, -0.25295937, -0.16882896, 0.13470024, 0.30237648, -0.3168953, 0.20237078, -0.058606062, 0.06978453, 0.48596373, 0.6617751, 0.7099849, -0.13683113]"
233,grok-2-mini-0813,"[0.022521649, -0.46859095, -0.98526144, 0.50063115, 0.1130956, -0.09468279, 1.1126814, -0.5053157, 0.335876, -0.033489205, 0.048122674, -0.3904259, 1.9153502, 0.3446397, 0.30389854, -0.7902418, 0.99896824, 0.4094472, 0.80895454, 0.39755625]"
234,grok-3-beta,"[-1.1449665, 0.25903696, 1.3760335, -0.03297552, 0.20734808, -0.26582628, 0.17444481, -0.057633728, -0.22503625, -0.24616426, -0.42030576, -0.3902186, -0.06681354, 0.8110126, -1.242661, -0.07667515, 1.1241645, -0.080556266, 0.9998266, 0.03181482]"
235,grok-3-mini-beta_low,"[-1.0748844, -0.0399351, 1.4001008, 0.49594444, 0.32397288, -0.6165843, 0.15969259, 0.22933485, 0.93495786, 0.06481072, 0.1702452, -0.26633888, -1.7288355, 0.40874004, -0.3648226, -0.33012646, 0.372355, 1.0258708, 2.338739, 0.09366702]"
236,grok-4-0709,"[-0.70544267, 0.020575112, 2.9308522, 0.34014112, -0.3358249, 0.36012018, 0.10819479, -0.23875925, 0.2459976, 0.17673999, 0.19151643, -0.16351533, 0.9067963, 0.19744363, -0.6636251, 0.3090659, 1.2342911, 0.70305693, 1.7150756, 0.1036327]"
237,internlm-7b,"[1.5014666, 0.22709578, -0.9248968, 0.518825, 0.25700328, -0.31966683, -0.07889664, 0.73191553, 0.26314646, -1.8098172, 0.5265284, -0.8874069, -0.84819454, -0.19330667, 1.4750652, -3.0444617, -2.1530678, 0.39995635, -2.262995, -0.93763804]"
238,kimi-k2-thinking,"[1.8734262, -0.104770266, 4.074216, -0.34261328, -0.31608802, -1.0882381, -0.06319649, -0.51792085, 0.56155974, -0.25572288, 0.17186098, 0.28928435, 0.70849425, 0.35552406, -0.39333567, -0.16247173, 0.76408774, 0.93853146, 1.3339285, 0.25770685]"
239,kimi-k2.6_thinking,"[1.1251074, 0.4189181, 5.0408597, -0.17473792, 0.7935497, 0.264742, 0.68630123, -0.7147774, 0.7732699, 0.31859714, -0.12548384, 0.2875518, 0.18581606, 0.61645365, -0.8769117, 0.16162325, 0.44320205, 0.48947158, 3.0863297, 0.6118125]"
240,magistral-medium-2506,"[-0.53841966, 0.21738324, 0.7832209, 0.65567094, 0.8920375, -0.17072944, 0.24719705, -0.24855871, 0.3874802, 0.20153, 0.24870127, 0.12027521, 0.9812382, 0.099969685, -0.041350186, 0.20074381, 1.9813745, 0.3242418, 0.8697731, 0.14081989]"
241,magistral-small-2506,"[-2.2288132, 0.05196098, 0.6790878, 0.07977408, 0.35431176, -0.71876377, 0.8218288, -1.2787755, 0.9737352, 0.15578361, 0.21336035, -0.025278084, 0.6375766, -0.18363103, -0.2669123, -0.02779643, 2.1353624, -0.13801824, 1.2672392, -0.32050848]"
242,mistral-small-2503,"[-0.40479478, -0.089377366, -1.6082124, 0.84124833, -0.40541384, -0.3033409, 1.1522537, -0.24739338, -0.30224577, 0.5701889, -0.05039197, 0.0758521, 0.33516985, 0.24211253, 0.2931129, -0.93995553, 0.99357283, 0.9080072, 0.2556369, 0.18150899]"
243,mistral-small-2506,"[2.2263343, 0.3357322, -1.2411637, 0.15893947, -0.19996536, -0.0908318, 1.1022481, 1.5074211, -0.6026957, 0.26069087, -0.36785007, 1.4630523, -0.22610472, -0.44142243, 0.26007256, -0.6805244, 1.0840411, 0.23565052, -0.3745591, 0.180396]"
244,mpt-30b,"[1.1353229, 0.109370895, -1.8345135, 0.7868105, 0.5045558, -0.7425709, 0.708839, 1.7154462, 0.46264115, -1.2626604, -1.2858523, 0.659046, -3.358245, -0.9687036, 1.0056955, -3.362682, -2.5816765, -0.21536088, -0.46519947, -0.28543234]"
245,mpt-7b,"[0.30752042, -0.69809544, -0.0051877457, 0.23898193, -0.2194778, -1.0616847, 1.1336148, -0.672722, 0.6943971, 0.53434235, -0.17421576, -0.27372113, -2.1734433, -0.05025201, 0.7837615, -3.5089912, -3.55022, -0.49105492, -1.8858644, -0.43706965]"
246,o1-2024-12-17,"[0.15491895, 0.5564941, 1.4429115, 0.012205202, 0.82640404, -0.24606717, 0.39994887, -0.016519304, 0.3751375, 0.022489283, 0.04466997, 0.2361214, -0.6919291, 0.061658133, 0.027266173, 0.1841245, 1.4903414, 0.23079246, 1.4261305, 0.04166177]"
247,o1-2024-12-17_high,"[-1.0191334, -0.4779817, 1.4621587, 0.007965679, -0.38992906, -0.15346012, 0.05779209, 0.016989669, 0.13177268, 0.19519174, 0.3993373, 0.03361766, 0.386065, 0.10539312, 0.07848848, 0.038472023, 0.91814995, 0.67575055, 1.5065194, 0.035966862]"
248,o1-2024-12-17_medium,"[0.75707746, 0.03227909, 1.7145967, 0.3977318, 0.14377402, -0.1377435, -0.044825062, 0.26237342, 0.05694803, -0.23806384, -0.20623875, 0.049795117, 0.47946596, -0.12147935, 0.4245745, -0.23206778, 0.74544144, 0.32476586, 0.65629745, -0.35364226]"
249,o1-mini-2024-09-12_medium,"[-0.21485251, -0.05513824, 0.68024725, 0.18870308, 0.2693309, 0.28014764, 0.06077216, 0.37766814, 0.36848655, 0.7171107, -0.10285399, 0.25207183, -0.61407375, 0.3439987, 0.32036737, 0.09705906, 1.7296064, 0.05653697, 0.031623024, -0.1762193]"
250,o1-preview-2024-09-12,"[-0.39859852, -0.3504892, 0.3553667, 1.162774, -0.024464278, 0.08407122, 0.22149332, -0.0028022, 0.8225766, -0.0599599, 0.17862217, 0.100378275, 0.21900716, 0.583484, -0.11080099, -0.09625469, 2.0577989, -0.056946233, 0.08686297, 0.23474275]"
251,o3-2025-04-16_high,"[-0.32641107, -0.0072232243, 2.8835113, 0.17742023, 0.65159684, 0.38193402, 0.2232813, 0.42449087, 0.6103767, 0.19188647, -0.08127952, 0.46179864, 0.4914972, 0.28464898, -0.26080742, 0.05474919, 1.026117, 0.79443854, 1.7166857, 0.14786284]"
252,o3-2025-04-16_medium,"[-1.379399, 0.8081083, 2.4397814, -0.12002084, 0.49923682, 0.022583792, 0.15233377, 0.013272232, -0.39145195, 0.63762647, -0.32431364, -0.2864845, 0.8763352, 0.14705433, 0.25758994, 0.52923334, 1.0772619, 0.6623528, 1.5224818, -0.1987702]"
253,o3-mini-2025-01-31_high,"[-1.0914775, -0.018451327, 1.9773659, 0.36907363, 0.26222178, 0.25710505, 0.04197574, 0.14374489, 0.110925235, 0.46279252, 0.06849726, -0.1173589, -0.41713402, -0.055818684, 0.12521957, -0.6555883, 0.8253728, 0.5766613, 1.3141494, 0.11727963]"
254,o3-mini-2025-01-31_medium,"[-1.2140735, -0.089362755, 1.6467786, 0.22172533, 0.49778503, -0.3053579, 0.21399641, 0.5309797, 0.19179069, 0.2361669, -0.025346328, -0.24818164, -0.68791467, 0.007115601, 0.17164163, -0.41806957, 0.67210895, -0.12667656, 1.0418645, -0.029544892]"
255,o4-mini-2025-04-16_high,"[-0.4068066, -0.59074247, 3.0389714, 0.17803022, 0.10146712, 0.028571844, 0.18494983, 0.008329328, 0.31998876, 0.3572979, -0.22447513, 0.23094273, 0.09221848, 0.15096147, -0.06876687, -1.2477572, 0.498479, 0.7966434, 1.7571801, -0.18017657]"
256,o4-mini-2025-04-16_medium,"[-2.6266196, -0.2879873, 2.473592, 0.10125695, 0.19090316, 0.018531574, -0.2489617, -0.09234059, 0.34912127, 0.2707931, 0.29252747, -0.18520671, -0.16807923, 0.3752977, 0.07497412, -0.1400905, 1.0722836, 0.1557374, 1.0127534, 0.2250553]"
257,phi-2,"[1.1103412, -3.257373, -1.54233, 0.20283952, -1.3893226, 0.0064317407, -0.24622071, 0.3479345, 0.6744968, -1.2231835, 0.61455995, -0.25337994, 0.28365338, 0.1584827, -0.040413417, 0.23764996, -1.1129167, 0.6621033, -2.5199862, 0.45614135]"
258,phi-4,"[-0.16894437, -0.14703268, -0.9772378, 0.21218973, 0.08409873, -0.012129567, 0.14219686, -0.0024126046, 0.34294367, 0.07022707, 0.3023322, 0.21868555, -0.7806236, -0.36769992, -0.16754176, -0.51298296, 1.6225455, 0.050654974, 0.053544182, 0.3638667]"
259,qwen1.5-110b-chat,"[-0.48308286, 0.1741375, -1.0952122, 0.15349077, 0.5740955, -0.2865591, 0.028908806, 1.4582365, 0.016692603, -1.1600707, -0.19599253, 0.07302949, -0.12128148, 0.8743938, 0.203581, -0.33613503, 0.23328413, 1.4166439, -1.1563606, 0.8730932]"
260,qwen1.5-32B,"[0.76271975, 0.9527155, -0.37158105, 0.6347907, 0.43613982, -1.2019329, 0.632866, -0.897305, 0.039295003, -0.6566969, 0.39889577, 0.24707095, -0.69567525, 0.78991956, -0.03546332, -0.4057601, -0.82642215, -0.3149641, -0.26320463, -0.1372176]"
261,qwen1.5-32b-chat,"[0.28213182, 0.555325, -1.0286093, -0.21715823, -0.7439264, -0.60030925, -0.9622618, -0.6964989, -0.04159013, 0.111415245, 0.5487128, -0.39205584, -0.55921435, 0.12826206, -0.6437278, -2.1483262, -0.30625215, 0.72977126, -1.7151273, -0.18569143]"
