tag,release_date,frontier_score,best_model,best_family,best_model_release_date,is_new_frontier
Abstraction-Learning,2025-07-12,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-07-12,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-07-12,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-07-12,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-07-20,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-07-20,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-07-20,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-07-20,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-07-20,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-07-20,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-07-25,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-07-25,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-07-25,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-07-25,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-07-25,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-07-25,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-08-03,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-08-03,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-08-03,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-08-03,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-08-03,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-08-03,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-08-05,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-08-05,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-08-05,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-08-05,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-08-05,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-08-05,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-08-07,0.010596746657878763,gpt-5-2025-08-07_high,GPT,2025-08-07,True
Logical-Control,2025-08-07,0.010393942049403991,gpt-5-2025-08-07_high,GPT,2025-08-07,True
Abstraction-Learning,2025-08-07,0.01026291387499755,gpt-5-2025-08-07_high,GPT,2025-08-07,True
Search-Load,2025-08-07,0.01042577319527212,gpt-5-2025-08-07_high,GPT,2025-08-07,True
Coding,2025-08-07,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-08-07,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-08-21,0.010596746657878763,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Logical-Control,2025-08-21,0.010393942049403991,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Abstraction-Learning,2025-08-21,0.01026291387499755,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Search-Load,2025-08-21,0.01042577319527212,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Coding,2025-08-21,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-08-21,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-09-01,0.010596746657878763,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Logical-Control,2025-09-01,0.010393942049403991,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Abstraction-Learning,2025-09-01,0.01026291387499755,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Search-Load,2025-09-01,0.01042577319527212,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Coding,2025-09-01,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-09-01,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-09-12,0.010596746657878763,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Logical-Control,2025-09-12,0.010393942049403991,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Abstraction-Learning,2025-09-12,0.01026291387499755,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Search-Load,2025-09-12,0.01042577319527212,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Coding,2025-09-12,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-09-12,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-09-29,0.010596746657878763,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Logical-Control,2025-09-29,0.010393942049403991,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Abstraction-Learning,2025-09-29,0.01026291387499755,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Search-Load,2025-09-29,0.01042577319527212,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Coding,2025-09-29,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-09-29,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-10-15,0.010596746657878763,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Logical-Control,2025-10-15,0.010393942049403991,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Abstraction-Learning,2025-10-15,0.01026291387499755,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Search-Load,2025-10-15,0.01042577319527212,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Coding,2025-10-15,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-10-15,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-10-22,0.010596746657878763,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Logical-Control,2025-10-22,0.010393942049403991,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Abstraction-Learning,2025-10-22,0.01026291387499755,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Search-Load,2025-10-22,0.01042577319527212,gpt-5-2025-08-07_high,GPT,2025-08-07,False
Coding,2025-10-22,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-10-22,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-11-06,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,True
Logical-Control,2025-11-06,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,True
Abstraction-Learning,2025-11-06,0.015918087261612854,kimi-k2-thinking,Kimi,2025-11-06,True
Search-Load,2025-11-06,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,True
Coding,2025-11-06,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-11-06,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-11-13,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2025-11-13,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2025-11-13,0.015918087261612854,kimi-k2-thinking,Kimi,2025-11-06,False
Search-Load,2025-11-13,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2025-11-13,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-11-13,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-11-18,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2025-11-18,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2025-11-18,0.015918087261612854,kimi-k2-thinking,Kimi,2025-11-06,False
Search-Load,2025-11-18,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2025-11-18,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-11-18,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-11-24,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2025-11-24,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2025-11-24,0.015918087261612854,kimi-k2-thinking,Kimi,2025-11-06,False
Search-Load,2025-11-24,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2025-11-24,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-11-24,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-12-11,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2025-12-11,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2025-12-11,0.015918087261612854,kimi-k2-thinking,Kimi,2025-11-06,False
Search-Load,2025-12-11,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2025-12-11,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-12-11,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-12-17,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2025-12-17,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2025-12-17,0.01597952493595344,gemini-3-flash-preview_high,Gemini,2025-12-17,True
Search-Load,2025-12-17,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2025-12-17,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-12-17,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2026-01-27,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2026-01-27,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2026-01-27,0.01597952493595344,gemini-3-flash-preview_high,Gemini,2025-12-17,False
Search-Load,2026-01-27,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2026-01-27,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2026-01-27,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2026-02-05,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2026-02-05,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2026-02-05,0.01597952493595344,gemini-3-flash-preview_high,Gemini,2025-12-17,False
Search-Load,2026-02-05,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2026-02-05,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2026-02-05,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2026-02-13,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2026-02-13,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2026-02-13,0.01597952493595344,gemini-3-flash-preview_high,Gemini,2025-12-17,False
Search-Load,2026-02-13,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2026-02-13,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2026-02-13,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2026-02-17,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2026-02-17,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2026-02-17,0.01597952493595344,gemini-3-flash-preview_high,Gemini,2025-12-17,False
Search-Load,2026-02-17,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2026-02-17,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2026-02-17,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2026-02-19,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2026-02-19,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2026-02-19,0.01597952493595344,gemini-3-flash-preview_high,Gemini,2025-12-17,False
Search-Load,2026-02-19,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2026-02-19,0.006688703059299645,gemini-3.1-pro-preview_high,Gemini,2026-02-19,True
Science,2026-02-19,0.0084213260760383,gemini-3.1-pro-preview_high,Gemini,2026-02-19,True
Quantitative-Formal,2026-03-05,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2026-03-05,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2026-03-05,0.01597952493595344,gemini-3-flash-preview_high,Gemini,2025-12-17,False
Search-Load,2026-03-05,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2026-03-05,0.006688703059299645,gemini-3.1-pro-preview_high,Gemini,2026-02-19,False
Science,2026-03-05,0.0084213260760383,gemini-3.1-pro-preview_high,Gemini,2026-02-19,False
Quantitative-Formal,2026-04-02,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2026-04-02,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2026-04-02,0.01597952493595344,gemini-3-flash-preview_high,Gemini,2025-12-17,False
Search-Load,2026-04-02,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2026-04-02,0.006688703059299645,gemini-3.1-pro-preview_high,Gemini,2026-02-19,False
Science,2026-04-02,0.0084213260760383,gemini-3.1-pro-preview_high,Gemini,2026-02-19,False
Quantitative-Formal,2026-04-16,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2026-04-16,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2026-04-16,0.01597952493595344,gemini-3-flash-preview_high,Gemini,2025-12-17,False
Search-Load,2026-04-16,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2026-04-16,0.006688703059299645,gemini-3.1-pro-preview_high,Gemini,2026-02-19,False
Science,2026-04-16,0.0084213260760383,gemini-3.1-pro-preview_high,Gemini,2026-02-19,False
Quantitative-Formal,2026-04-20,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2026-04-20,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2026-04-20,0.01597952493595344,gemini-3-flash-preview_high,Gemini,2025-12-17,False
Search-Load,2026-04-20,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2026-04-20,0.006688703059299645,gemini-3.1-pro-preview_high,Gemini,2026-02-19,False
Science,2026-04-20,0.0084213260760383,gemini-3.1-pro-preview_high,Gemini,2026-02-19,False
Quantitative-Formal,2026-04-28,0.016904218214989605,kimi-k2-thinking,Kimi,2025-11-06,False
Logical-Control,2026-04-28,0.016480338868594405,kimi-k2-thinking,Kimi,2025-11-06,False
Abstraction-Learning,2026-04-28,0.01597952493595344,gemini-3-flash-preview_high,Gemini,2025-12-17,False
Search-Load,2026-04-28,0.01659120556343591,kimi-k2-thinking,Kimi,2025-11-06,False
Coding,2026-04-28,0.006688703059299645,gemini-3.1-pro-preview_high,Gemini,2026-02-19,False
Science,2026-04-28,0.0084213260760383,gemini-3.1-pro-preview_high,Gemini,2026-02-19,False
Quantitative-Formal,2026-05-05,0.02571314522575562,Claude Mythos Preview,Claude,2026-05-05,True
Logical-Control,2026-05-05,0.02501662249899415,Claude Mythos Preview,Claude,2026-05-05,True
Abstraction-Learning,2026-05-05,0.024520647563111113,Claude Mythos Preview,Claude,2026-05-05,True
Search-Load,2026-05-05,0.025212485604022235,Claude Mythos Preview,Claude,2026-05-05,True
Coding,2026-05-05,0.015421204700852478,Claude Mythos Preview,Claude,2026-05-05,True
Science,2026-05-05,0.016196660737919373,Claude Mythos Preview,Claude,2026-05-05,True
